Date,Time,Voltage,Current,Power Factor,Power,Energy,Frequency,Light bulb
11 08 2024,13:58:45,257.4,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,13:58:49,0,0,0,0,0,0,0
11 08 2024,13:58:54,0,0,0,0,0,0,0
11 08 2024,13:58:59,0,0,0,0,0,0,0
11 08 2024,13:59:03,0,0,0,0,0,0,0
11 08 2024,13:59:07,257.3,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,13:59:10,252.7,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,13:59:14,252.7,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,13:59:18,255.9,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,13:59:22,257,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,13:59:26,256.9,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,13:59:31,252.2,0.07,0.57,10.5,0.01,50.1,1
11 08 2024,13:59:35,0,0,0,0,0,0,0
11 08 2024,13:59:39,254.8,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,13:59:43,257.2,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,13:59:47,257.1,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,13:59:50,253,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,13:59:54,252.8,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,13:59:58,253.1,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:00:02,257.6,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:00:05,257.4,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:00:11,0,0,0,0,0,0,0
11 08 2024,14:00:15,0,0,0,0,0,0,0
11 08 2024,14:00:20,0,0,0,0,0,0,0
11 08 2024,14:00:25,0,0,0,0,0,0,0
11 08 2024,14:00:28,255.9,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:00:32,251.6,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:00:36,252.9,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:00:40,255,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:00:44,257.1,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:00:48,256.8,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:00:52,255.1,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:00:56,252.7,0.07,0.57,10.5,0.01,50.1,1
11 08 2024,14:01:00,252.7,0.07,0.57,10.5,0.01,50.1,1
11 08 2024,14:01:04,256.6,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:01:08,255.7,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:01:12,253.7,0.07,0.56,10.5,0.01,50.1,1
11 08 2024,14:01:15,252.5,0.07,0.56,10.5,0.01,50.1,1
11 08 2024,14:01:19,253.2,0.07,0.56,10.5,0.01,50.1,1
11 08 2024,14:01:24,257.3,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:01:27,257,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:01:32,0,0,0,0,0,0,0
11 08 2024,14:01:36,0,0,0,0,0,0,0
11 08 2024,14:01:41,0,0,0,0,0,0,0
11 08 2024,14:01:45,0,0,0,0,0,0,0
11 08 2024,14:01:49,257.1,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:01:53,252.8,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:01:58,252.7,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:02:02,252.8,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:02:06,255.8,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:02:10,256.9,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:02:14,252.8,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:02:17,0,0,0.56,10.5,0.01,50.1,0
11 08 2024,14:02:21,0,0.07,0.57,10.6,0.01,50.1,0
11 08 2024,14:02:25,257.2,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:02:29,257.2,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:02:33,257.2,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:02:37,252.7,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:02:41,253.5,0.07,0.56,10.5,0.01,50.1,1
11 08 2024,14:02:45,257.8,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:02:49,257.4,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:02:53,0,0,0,0,0,0,0
11 08 2024,14:02:58,0,0,0,0,0,0,0
11 08 2024,14:03:03,0,0,0,0,0,0,0
11 08 2024,14:03:08,0,0,0,0,0,0,0
11 08 2024,14:03:11,257.5,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:03:15,253,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:03:19,253,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:03:23,252.8,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:03:27,257.5,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:03:31,257,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:03:34,254.4,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:03:38,252.2,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:03:43,251.8,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:03:47,257.8,0.07,0.56,10.6,0.01,50.1,1
11 08 2024,14:03:52,257.9,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:03:56,252,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:04:00,252.1,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:04:04,252.4,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:04:07,257.1,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:04:11,257.2,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:04:16,0,0,0,0,0,0,0
11 08 2024,14:04:20,0,0,0,0,0,0,0
11 08 2024,14:04:25,0,0,0,0,0,0,0
11 08 2024,14:04:30,0,0,0,0,0,0,0
11 08 2024,14:04:35,257.3,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:04:38,253.1,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:04:42,253.3,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:04:46,253.1,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:04:51,256.6,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:04:55,256.4,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:05:05,252.2,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:05:10,256.6,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:05:14,255.5,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:05:19,255.7,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:05:23,251.3,0.07,0.56,10.5,0.01,50.2,1
11 08 2024,14:05:26,252.2,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:05:30,252,0.07,0.57,10.5,0.01,50.2,1
11 08 2024,14:05:34,256.4,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:05:38,0,0,0,0,0,0,0
11 08 2024,14:05:43,0,0,0,0,0,0,0
11 08 2024,14:05:53,0,0,0,0,0,0,0
11 08 2024,14:05:58,0,0,0,0,0,0,0
11 08 2024,14:06:01,257.1,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:06:05,252.3,0.07,0.58,10.6,0.01,50.2,1
11 08 2024,14:06:09,251.8,0.07,0.58,10.6,0.01,50.2,1
11 08 2024,14:06:13,253,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:06:17,257.3,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:06:20,257.3,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:06:24,256.5,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:06:28,251.9,0.07,0.58,10.6,0.01,50.2,1
11 08 2024,14:06:32,252.9,0.07,0.57,10.6,0.01,50.1,1
11 08 2024,14:06:35,256.5,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:07:37,256.8,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:07:42,0,0,0,0,0,0,0
11 08 2024,14:07:46,0,0,0,0,0,0,0
11 08 2024,14:07:55,0,0,0,0,0,0,0
11 08 2024,14:08:01,258,0.07,0.56,10.6,0.01,50.2,1
11 08 2024,14:08:07,256,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:08:20,257.5,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:08:24,257.5,0.07,0.57,10.6,0.01,50.2,1
11 08 2024,14:18:37,0,0,0,0,0,0,0
11 08 2024,14:18:41,0,0,0,0,0,0,0
11 08 2024,14:18:45,250,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:18:49,253.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:18:52,252,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:18:57,252.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:19:01,247.7,0.07,0.58,10.4,0,50.2,1
11 08 2024,14:19:05,247.9,0.07,0.58,10.4,0,50.2,1
11 08 2024,14:19:08,248.9,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:19:12,253.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:19:16,254.6,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:19:19,251.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:19:23,248.9,0.07,0.58,10.4,0,50.1,1
11 08 2024,14:19:27,248.9,0.07,0.58,10.4,0,50.2,1
11 08 2024,14:19:31,252.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:19:34,254.5,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:19:38,254.2,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:19:42,250.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:19:46,0,0,0,0,0,0,0
11 08 2024,14:19:50,0,0,0,0,0,0,0
11 08 2024,14:19:54,0,0,0,0,0,0,0
11 08 2024,14:19:59,0,0,0,0,0,0,0
11 08 2024,14:20:03,254.3,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:07,254.3,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:11,249.6,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:14,248.8,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:20:18,251.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:22,252.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:25,254.1,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:20:30,250.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:34,250.3,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:37,249.8,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:41,251.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:45,250.6,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:48,250.8,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:20:52,248.9,0.07,0.58,10.4,0,50.1,1
11 08 2024,14:20:56,249,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:20:59,250,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:05,0,0,0,0,0,0,0
11 08 2024,14:21:09,0,0,0,0,0,0,0
11 08 2024,14:21:13,0,0,0,0,0,0,0
11 08 2024,14:21:18,0,0,0,0,0,0,0
11 08 2024,14:21:22,251,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:26,251.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:30,254.8,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:21:33,252.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:37,252.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:41,253.5,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:45,250.3,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:49,250.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:53,249.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:21:56,254.4,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:22:00,252.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:22:04,252.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:22:08,249,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:22:12,250.2,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:22:15,250.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:22:19,250.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:22:24,0,0,0,0,0,0,0
11 08 2024,14:22:28,0,0,0,0,0,0,0
11 08 2024,14:22:32,0,0,0,0,0,0,0
11 08 2024,14:22:37,0,0,0,0,0,0,0
11 08 2024,14:22:40,250.5,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:22:44,250.5,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:22:48,252.9,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:22:52,254.8,0.07,0.59,10.6,0,50.2,1
11 08 2024,14:22:56,253.5,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:23:00,253.3,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:23:04,247.7,0.07,0.59,10.5,0,50.1,1
11 08 2024,14:23:08,250.7,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:23:11,251.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:23:15,255.5,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:23:19,255.6,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:23:23,253.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:23:27,251.1,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:23:30,249.2,0.07,0.59,10.5,0,50.2,1
11 08 2024,14:23:34,250.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:23:38,249.2,0.07,0.59,10.5,0,50.2,1
11 08 2024,14:23:42,0,0,0,0,0,0,0
11 08 2024,14:23:47,0,0,0,0,0,0,0
11 08 2024,14:23:51,0,0,0,0,0,0,0
11 08 2024,14:23:55,0,0,0,0,0,0,0
11 08 2024,14:23:59,249.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:02,254.2,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:24:07,253.6,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:11,253.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:15,247.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:18,247.9,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:22,248,0.07,0.59,10.5,0,50.2,1
11 08 2024,14:24:26,252.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:30,254.5,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:24:34,254.8,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:24:37,250.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:41,250.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:45,248.9,0.07,0.59,10.5,0,50.2,1
11 08 2024,14:24:49,252,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:53,253.3,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:24:56,254.7,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:25:00,0,0,0,0,0,0,0
11 08 2024,14:25:05,0,0,0,0,0,0,0
11 08 2024,14:25:09,0,0,0,0,0,0,0
11 08 2024,14:25:13,0,0,0,0,0,0,0
11 08 2024,14:25:17,253.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:25:21,0,0,0.58,0,0,50.2,0
11 08 2024,14:25:25,249.7,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:25:29,250.5,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:25:32,250.4,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:25:36,254.2,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:25:40,254.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:25:44,253.4,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:25:48,253.6,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:25:52,249.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:25:56,250.4,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:01,250.3,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:05,254.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:09,254.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:13,253.7,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:17,249.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:26:21,0,0,0,0,0,0,0
11 08 2024,14:26:26,0,0,0,0,0,0,0
11 08 2024,14:26:30,0,0,0,0,0,0,0
11 08 2024,14:26:35,0,0,0,0,0,0,0
11 08 2024,14:26:38,253.4,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:26:42,249.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:26:46,250.1,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:26:50,250.1,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:26:53,255.5,0.07,0.57,10.6,0,50.2,1
11 08 2024,14:26:57,255.1,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:27:01,255.1,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:27:05,251.7,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:27:08,250.6,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:27:12,250.8,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:27:16,254.2,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:27:19,254.1,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:27:23,255.3,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:27:26,252.7,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:27:31,250,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:27:34,250.8,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:27:38,251,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:27:42,0,0,0,0,0,0,0
11 08 2024,14:27:47,0,0,0,0,0,0,0
11 08 2024,14:27:54,0,0,0,0,0,0,0
11 08 2024,14:27:58,0,0,0,0,0,0,0
11 08 2024,14:28:04,252.5,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:28:07,253.7,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:28:11,251.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:28:15,251.9,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:28:19,248.1,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:28:23,248.9,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:28:26,249.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:28:30,255.5,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:28:34,255.8,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:28:38,254.4,0.07,0.58,10.6,0,50.2,1
11 08 2024,14:28:42,249.2,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:28:46,248,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:28:49,249,0.07,0.58,10.5,0,50.2,1
11 08 2024,14:28:53,254.9,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:28:57,255,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:29:00,254.8,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:29:05,0,0,0,0,0,0,0
11 08 2024,14:29:09,0,0,0,0,0,0,0
11 08 2024,14:29:14,0,0,0,0,0,0,0
11 08 2024,14:29:18,0,0,0,0,0,0,0
11 08 2024,14:29:22,254.4,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:29:25,253.1,0.07,0.57,10.6,0,50.2,1
11 08 2024,14:29:29,250.6,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:29:33,250.7,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:29:37,253.5,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:29:41,254.9,0.07,0.57,10.6,0,50.2,1
11 08 2024,14:29:45,253.8,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:29:49,251.9,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:29:53,250.2,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:29:56,250.4,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:30:00,253.3,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:30:04,254.7,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:30:07,255.1,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:30:12,252.8,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:30:15,249.7,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:30:19,249.7,0.07,0.58,10.5,0,50.1,1
11 08 2024,14:30:24,0,0,0,0,0,0,0
11 08 2024,14:30:28,0,0,0,0,0,0,0
11 08 2024,14:30:33,0,0,0,0,0,0,0
11 08 2024,14:30:43,0,0,0,0,0,0,0
11 08 2024,14:30:47,253,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:30:51,253.8,0.07,0.57,10.5,0,50.1,1
11 08 2024,14:30:55,254.6,0.07,0.57,10.6,0,50.1,1
11 08 2024,14:31:01,255,0.07,0.58,10.6,0,50.1,1
11 08 2024,14:31:06,250.5,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:31:10,250.4,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:31:18,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:31:25,249.8,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:31:32,250.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:31:39,255.5,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:31:43,255.7,0.07,0.57,10.6,0,50.3,1
11 08 2024,14:31:47,0,0,0,0,0,0,0
11 08 2024,14:31:52,0,0,0,0,0,0,0
11 08 2024,14:31:56,0,0,0,0,0,0,0
11 08 2024,14:32:05,0,0,0,0,0,0,0
11 08 2024,14:32:09,253.2,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:32:13,249.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:32:17,250.8,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:32:20,251.8,0.07,0.57,10.6,0,50.3,1
11 08 2024,14:32:24,254.1,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:32:28,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:32:32,253.8,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:32:38,251,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:32:42,250.6,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:32:45,255,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:32:49,255,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:32:53,254.3,0.07,0.56,10.5,0,50.3,1
11 08 2024,14:32:56,250.2,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:33:00,251,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:33:04,251,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:33:08,0,0,0,0,0,0,0
11 08 2024,14:33:13,0,0,0,0,0,0,0
11 08 2024,14:33:24,0,0,0,0,0,0,0
11 08 2024,14:33:29,0,0,0,0,0,0,0
11 08 2024,14:33:38,255.4,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:33:44,251.1,0.08,0.56,10.6,0,50.3,1
11 08 2024,14:33:48,250.8,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:33:51,255,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:33:55,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:33:59,255.3,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:34:03,251.4,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:34:07,250.8,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:34:10,250.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:34:14,255.3,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:34:18,255.1,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:34:22,254.8,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:34:26,250.5,0.07,0.57,10.5,0,50.3,1
11 08 2024,14:34:30,250.7,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:34:34,0,0,0,0,0,0,0
11 08 2024,14:34:39,0,0,0,0,0,0,0
11 08 2024,14:34:43,0,0,0,0,0,0,0
11 08 2024,14:34:48,0,0,0,0,0,0,0
11 08 2024,14:34:52,250.8,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:34:56,250.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:34:59,254,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:03,253.9,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:07,255.3,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:11,251.1,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:35:15,251.1,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:35:18,250.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:35:22,255.1,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:35:26,254.9,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:35:30,255,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:34,250.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:35:38,251.5,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:35:43,251.2,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:35:46,254.5,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:50,255.4,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:35:54,0,0,0,0,0,0,0
11 08 2024,14:35:59,0,0,0,0,0,0,0
11 08 2024,14:36:04,0,0,0,0,0,0,0
11 08 2024,14:36:08,0,0,0,0,0,0,0
11 08 2024,14:36:12,254.3,0.07,0.56,10.6,0,50.3,1
11 08 2024,14:36:16,250.3,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:20,249.9,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:24,250.7,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:27,255.4,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:36:32,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:36:35,255,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:36:39,250.5,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:43,251,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:46,251,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:36:50,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:36:54,255.1,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:36:59,254.7,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:37:02,250.7,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:37:06,250.6,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:37:11,253.9,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:37:15,0,0,0,0,0,0,0
11 08 2024,14:37:20,0,0,0,0,0,0,0
11 08 2024,14:37:24,0,0,0,0,0,0,0
11 08 2024,14:37:29,0,0,0,0,0,0,0
11 08 2024,14:37:32,253.6,0.08,0.56,10.6,0,50.2,1
