Date,Time,Voltage,Current,Power Factor,Power,Energy,Frequency,Light bulb,Fan,Iron
11 08 2024,15:46:21,0,0,0,0,0,0,0,0,0
11 08 2024,15:46:27,0,0,0,0,0,0,0,0,0
11 08 2024,15:46:31,241.3,7.81,1,1884.5,0.01,50.3,0,0,1
11 08 2024,15:46:35,241.3,7.81,1,1884.2,0.01,50.3,0,0,1
11 08 2024,15:46:39,241.5,7.81,1,1885.6,0.01,50.4,0,0,1
11 08 2024,15:46:43,241.4,7.79,1,1881.4,0.02,50.5,0,0,1
11 08 2024,15:46:47,241.4,7.78,1,1878.1,0.02,50.4,0,0,1
11 08 2024,15:46:51,242.2,7.8,1,1889.9,0.02,50.4,0,0,1
11 08 2024,15:46:55,242.3,7.8,1,1890.3,0.02,50.5,0,0,1
11 08 2024,15:46:58,242.2,7.79,1,1886.6,0.02,50.4,0,0,1
11 08 2024,15:47:03,256.7,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:07,256.8,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:11,256.8,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:47:15,256.7,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:47:19,257.7,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:23,257.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:27,257.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:31,257.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:36,0,0,0,0,0,0,0,0,0
11 08 2024,15:47:40,0,0,0,0,0,0,0,0,0
11 08 2024,15:47:45,0,0,0,0,0,0,0,0,0
11 08 2024,15:47:49,0,0,0,0,0,0,0,0,0
11 08 2024,15:47:53,257.9,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:47:57,257.6,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:48:01,257.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:04,256.8,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:08,256.7,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:48:12,256.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:18,256.4,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:22,256.9,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:28,257.2,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:32,257.1,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:36,257.2,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:40,256.3,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:44,256.6,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:48,256.4,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:52,256.3,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:48:57,0,0,0,0,0,0,0,0,0
11 08 2024,15:49:01,0,0,0,0,0,0,0,0,0
11 08 2024,15:49:06,0,0,0,0,0,0,0,0,0
11 08 2024,15:49:10,0,0,0,0,0,0,0,0,0
11 08 2024,15:49:14,256.8,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:49:18,256.8,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:49:22,256.7,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:49:27,257.6,0,1,0.4,0.02,50.4,0,0,0
11 08 2024,15:49:31,257.6,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:49:35,257.5,0,0,0,0.02,50.5,0,0,0
11 08 2024,15:49:39,257,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:49:43,256.4,0,0,0,0.02,50.4,0,0,0
11 08 2024,15:49:49,256.4,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:49:53,256.4,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:49:57,257.3,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:50:01,256.4,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:50:07,256.6,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:50:10,256.6,0,0,0,0.02,50.3,0,0,0
11 08 2024,15:50:15,0,0,0,0,0,0,0,0,0
11 08 2024,15:50:20,0,0,0,0,0,0,0,0,0
11 08 2024,15:50:24,0,0,0,0,0,0,0,0,0
11 08 2024,15:50:29,0,0,0,0,0,0,0,0,0
11 08 2024,15:50:33,241.7,7.79,1,1883.6,0.03,50.3,0,0,1
11 08 2024,15:50:36,241.8,7.77,1,1879.2,0.03,50.3,0,0,1
11 08 2024,15:50:41,256.8,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:50:45,256,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:50:49,256,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:50:53,256,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:50:56,256.4,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:51:00,256.9,0,1,0.4,0.03,50.3,0,0,0
11 08 2024,15:51:05,257.4,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:51:08,257.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:51:12,257.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:51:16,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:51:20,256.4,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:51:24,256.5,0,1,0.4,0.03,50.4,0,0,0
11 08 2024,15:51:28,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:51:32,256.4,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:51:36,0,0,0,0,0,0,0,0,0
11 08 2024,15:51:41,0,0,0,0,0,0,0,0,0
11 08 2024,15:51:45,0,0,0,0,0,0,0,0,0
11 08 2024,15:51:49,0,0,0,0,0,0,0,0,0
11 08 2024,15:51:53,256.2,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:51:57,256.4,0,0,0,0.03,50.3,0,0,0
11 08 2024,15:52:03,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:08,257.4,0,1,0.4,0.03,50.4,0,0,0
11 08 2024,15:52:18,257.2,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:23,255.3,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:26,255.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:30,255.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:34,255.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:38,256.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:42,256.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:46,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:52:50,241.3,7.78,1,1876.4,0.03,50.4,0,0,1
11 08 2024,15:52:55,0,0,0,0,0,0,0,0,0
11 08 2024,15:53:00,0,0,0,0,0,0,0,0,0
11 08 2024,15:53:04,0,0,0,0,0,0,0,0,0
11 08 2024,15:53:09,0,0,0,0,0,0,0,0,0
11 08 2024,15:53:14,256.4,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:20,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:23,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:27,255.8,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:31,255.3,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:35,255.9,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:39,255.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:43,255.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:47,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:51,256.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:54,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:53:58,256.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:02,256.4,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:06,255.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:09,255.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:14,0,0,0,0,0,0,0,0,0
11 08 2024,15:54:19,0,0,0,0,0,0,0,0,0
11 08 2024,15:54:23,0,0,0,0,0,0,0,0,0
11 08 2024,15:54:28,0,0,0,0,0,0,0,0,0
11 08 2024,15:54:31,241.6,7.79,1,1881.5,0.03,50.4,0,0,1
11 08 2024,15:54:35,246.3,5.39,1,1342.2,0.03,50.4,0,0,1
11 08 2024,15:54:40,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:44,256.4,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:48,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:52,256.5,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:56,257.4,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:54:59,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:03,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:07,256.9,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:11,256.7,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:55:16,255.8,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:20,255.8,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:24,255.8,0,1,0.4,0.03,50.4,0,0,0
11 08 2024,15:55:27,256.9,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:32,256.8,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:55:36,0,0,0,0,0,0,0,0,0
11 08 2024,15:55:41,0,0,0,0,0,0,0,0,0
11 08 2024,15:55:45,0,0,0,0,0,0,0,0,0
11 08 2024,15:55:50,0,0,0,0,0,0,0,0,0
11 08 2024,15:55:54,256,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:55:58,255.9,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:01,257,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:56:05,257.1,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:56:12,257,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:16,256.7,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:56:20,254.1,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:56:24,254.8,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:28,255.2,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:31,240.4,7.75,1,1863.1,0.03,50.5,0,0,1
11 08 2024,15:56:35,256.3,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:39,256.6,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:43,256.6,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:56:47,256.5,0,1,0.4,0.03,50.4,0,0,0
11 08 2024,15:56:51,255.7,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:56:55,0,0,0,0,0,0,0,0,0
11 08 2024,15:57:00,0,0,0,0,0,0,0,0,0
11 08 2024,15:57:04,0,0,0,0,0,0,0,0,0
11 08 2024,15:57:09,0,0,0,0,0,0,0,0,0
11 08 2024,15:57:13,256.4,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:18,257.2,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:57:22,256.6,0,1,0.4,0.03,50.5,0,0,0
11 08 2024,15:57:26,256.3,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:29,256.4,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:33,255.9,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:37,255.5,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:41,256.3,0,1,0.4,0.03,50.4,0,0,0
11 08 2024,15:57:45,256.3,0,0,0,0.03,50.4,0,0,0
11 08 2024,15:57:49,256.3,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:54,256.4,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:57:58,255.4,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:58:01,255.3,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:58:05,255.4,0,0,0,0.03,50.5,0,0,0
11 08 2024,15:58:09,240.5,7.74,1,1862,0.04,50.5,0,0,1
11 08 2024,15:58:15,0,0,0,0,0,0,0,0,0
11 08 2024,15:58:19,0,0,0,0,0,0,0,0,0
11 08 2024,15:58:24,0,0,0,0,0,0,0,0,0
11 08 2024,15:58:29,0,0,0,0,0,0,0,0,0
11 08 2024,15:58:33,255.8,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:37,255.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:41,255.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:45,256.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:49,256.8,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:53,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:58:57,256.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:00,256.4,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:05,255.8,0,0,0,0.04,50.6,0,0,0
11 08 2024,15:59:09,255.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:13,255.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:17,255.9,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:21,256.4,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:25,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:29,256.3,0,0,0,0.04,50.5,0,0,0
11 08 2024,15:59:34,0,0,0,0,0,0,0,0,0
11 08 2024,15:59:38,0,0,0,0,0,0,0,0,0
11 08 2024,15:59:43,0,0,0,0,0,0,0,0,0
11 08 2024,15:59:49,0,0,0,0,0,0,0,0,0
11 08 2024,15:59:53,257.2,0,1,0.4,0.04,50.5,0,0,0
11 08 2024,15:59:56,247.5,4.9,0.93,1127.1,0.04,50.5,0,0,1
11 08 2024,16:00:01,256.8,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:06,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:09,255.7,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:00:14,255.8,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:00:18,255.7,0,1,0.4,0.04,50.6,0,0,0
11 08 2024,16:00:23,256.1,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:27,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:31,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:35,256.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:40,256.6,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:43,255.5,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:47,255.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:51,255.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:00:56,0,0,0,0,0,0,0,0,0
11 08 2024,16:01:01,0,0,0,0,0,0,0,0,0
11 08 2024,16:01:05,0,0,0,0,0,0,0,0,0
11 08 2024,16:01:13,0,0,0,0,0,0,0,0,0
11 08 2024,16:01:17,255.8,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:01:21,256.5,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:01:26,256,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:01:30,256,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:01:34,257.1,0,1,0.4,0.04,50.6,0,0,0
11 08 2024,16:01:38,241.8,7.79,1,1883.4,0.04,50.6,0,0,1
11 08 2024,16:01:43,257,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:01:47,256.8,0,1,0.4,0.04,50.6,0,0,0
11 08 2024,16:01:51,255.6,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:01:55,255.9,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:01:59,255.8,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:02:04,255.9,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:02:11,257,0,0,0,0.04,50.6,0,0,0
11 08 2024,16:02:16,0,0,0,0,0,0,0,0,0
11 08 2024,16:02:20,0,0,0,0,0,0,0,0,0
11 08 2024,16:02:24,0,0,0,0,0,0,0,0,0
11 08 2024,16:02:29,0,0,0,0,0,0,0,0,0
11 08 2024,16:02:33,256.2,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:02:36,256,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:02:41,256.1,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:02:45,257.2,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:02:51,257,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:02:55,257,0,1,0.4,0.04,50.5,0,0,0
11 08 2024,16:02:59,256.1,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:05,256.1,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:09,256,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:13,240.9,7.76,1,1869.3,0.04,50.5,0,0,1
11 08 2024,16:03:17,257,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:21,257,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:25,257,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:30,256.7,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:34,0,0,0,0,0,0,0,0,0
11 08 2024,16:03:39,0,0,0,0,0,0,0,0,0
11 08 2024,16:03:43,0,0,0,0,0,0,0,0,0
11 08 2024,16:03:48,0,0,0,0,0,0,0,0,0
11 08 2024,16:03:52,257.1,0,0,0,0.04,50.5,0,0,0
11 08 2024,16:03:56,257.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:00,257,0,1,0.4,0.04,50.4,0,0,0
11 08 2024,16:04:04,257.1,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:07,256.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:11,256.3,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:15,256.3,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:19,256.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:23,257.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:27,257.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:31,257.2,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:35,257.3,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:39,257.3,0,0,0,0.04,50.4,0,0,0
11 08 2024,16:04:43,250.5,3.09,0.89,688.7,0.04,50.4,0,0,1
11 08 2024,16:04:47,242.2,7.21,1,1780.8,0.05,50.4,0,0,1
11 08 2024,16:04:51,256,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:04:56,0,0,0,0,0,0,0,0,0
11 08 2024,16:05:01,0,0,0,0,0,0,0,0,0
11 08 2024,16:05:06,0,0,0,0,0,0,0,0,0
11 08 2024,16:05:11,0,0,0,0,0,0,0,0,0
11 08 2024,16:05:15,256.4,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:19,256.4,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:23,256.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:26,256.2,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:30,257.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:34,257.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:39,257.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:43,257.2,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:05:47,255.9,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:05:51,256.2,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:05:55,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:05:59,256,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:05,257,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:11,257.4,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:15,257.2,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:20,0,0,0,0,0,0,0,0,0
11 08 2024,16:06:24,0,0,0,0,0,0,0,0,0
11 08 2024,16:06:30,0,0,0,0,0,0,0,0,0
11 08 2024,16:06:35,0,0,0,0,0,0,0,0,0
11 08 2024,16:06:39,241.3,7.77,1,1874.9,0.05,50.5,0,0,1
11 08 2024,16:06:43,256.2,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:47,256.5,0,1,0.4,0.05,50.5,0,0,0
11 08 2024,16:06:51,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:55,256.3,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:06:59,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:03,256.4,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:07:07,255.7,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:12,257.2,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:15,257.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:07:22,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:26,256.6,0,1,0.4,0.05,50.5,0,0,0
11 08 2024,16:07:30,255.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:34,255.6,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:07:38,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:07:42,0,0,0,0,0,0,0,0,0
11 08 2024,16:07:47,0,0,0,0,0,0,0,0,0
11 08 2024,16:07:51,0,0,0,0,0,0,0,0,0
11 08 2024,16:07:56,0,0,0,0,0,0,0,0,0
11 08 2024,16:08:01,257.1,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:08:04,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:08:08,256.5,0,0,0,0.05,50.5,0,0,0
11 08 2024,16:08:12,256.1,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:08:16,256.3,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:08:20,256.5,0,1,0.4,0.05,50.4,0,0,0
11 08 2024,16:08:23,256.9,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:08:28,256.8,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:08:32,256.8,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:08:37,241.7,7.8,1,1885.8,0.05,50.3,0,0,1
11 08 2024,16:08:40,255.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:08:44,256.1,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:08:49,255.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:08:52,253.4,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:08:56,253.3,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:01,0,0,0,0,0,0,0,0,0
11 08 2024,16:09:06,0,0,0,0,0,0,0,0,0
11 08 2024,16:09:11,0,0,0,0,0,0,0,0,0
11 08 2024,16:09:15,0,0,0,0,0,0,0,0,0
11 08 2024,16:09:19,252.8,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:24,253.4,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:28,253.3,0,1,0.4,0.05,50.3,0,0,0
11 08 2024,16:09:33,252.6,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:36,254.2,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:09:40,255,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:09:45,254.8,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:09:50,254.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:54,253.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:09:57,253.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:10:02,253.3,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:10:06,253.7,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:10:10,239.5,7.72,1,1849,0.05,50.3,0,0,1
11 08 2024,16:10:13,249,2.92,1,740.7,0.05,50.3,0,0,1
11 08 2024,16:10:17,254.9,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:10:22,0,0,0,0,0,0,0,0,0
11 08 2024,16:10:26,0,0,0,0,0,0,0,0,0
11 08 2024,16:10:31,0,0,0,0,0,0,0,0,0
11 08 2024,16:10:35,0,0,0,0,0,0,0,0,0
11 08 2024,16:10:39,252.6,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:10:44,252.4,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:10:48,253.8,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:10:52,253.9,0,0,0,0.05,50.2,0,0,0
11 08 2024,16:10:57,254.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:01,256.8,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:05,253.4,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:09,253.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:13,253.1,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:17,255.1,0,1,0.4,0.05,50.3,0,0,0
11 08 2024,16:11:21,255.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:25,254.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:29,254.6,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:34,255.1,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:38,253.8,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:11:43,0,0,0,0,0,0,0,0,0
11 08 2024,16:11:47,0,0,0,0,0,0,0,0,0
11 08 2024,16:11:51,0,0,0,0,0,0,0,0,0
11 08 2024,16:11:58,0,0,0,0,0,0,0,0,0
11 08 2024,16:12:06,255.9,0.26,1,103.7,0.05,50.3,0,0,1
11 08 2024,16:12:10,253.9,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:15,253.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:18,254.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:22,253.4,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:26,253.7,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:30,257.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:35,254.3,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:39,254.3,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:42,256.5,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:12:47,253.6,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:12:52,253.1,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:12:56,255.2,0,0,0,0.05,50.4,0,0,0
11 08 2024,16:12:59,255.5,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:13:04,0,0,0,0,0,0,0,0,0
11 08 2024,16:13:09,0,0,0,0,0,0,0,0,0
11 08 2024,16:13:14,0,0,0,0,0,0,0,0,0
11 08 2024,16:13:19,0,0,0,0,0,0,0,0,0
11 08 2024,16:13:23,255.2,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:13:27,255,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:13:31,255.1,0,0,0,0.05,50.3,0,0,0
11 08 2024,16:13:37,240.1,7.73,1,1856,0.06,50.3,0,0,1
11 08 2024,16:13:42,256.3,0,0,0,0.06,50.3,0,0,0
11 08 2024,16:13:46,256.4,0,0,0,0.06,50.4,0,0,0
11 08 2024,16:13:50,256.1,0,0,0,0.06,50.3,0,0,0
11 08 2024,16:13:55,255.7,0,0,0,0.06,50.4,0,0,0
